CHR	原始拆分	替换拆分
落	落各丿ㄋ丶丨	落各丿ㄋ丶丨
青	青一一丨一丨	青一一丨一丨
随	耳石丿ㄋ一一	耳石丿ㄋ一一
选	先辶丶ㄋ丶丶	先辶丶ㄋ丶丶
列	歹刂丨丨丨丨	歹刂丨丨丨丨
武	笔戋丨一丨一	笔戋丨一丨一
红	纟工一丨一一	纟工一丨一一
响	口丨ㄋ一一	口丨ㄋ一一
虽	口虫丨ㄋ一丨	口虫丨ㄋ一丨
推	扌隹丿丨丶一	扌隹丿丨丶一
势	执力ㄋ丿丿丿	执力ㄋ丿丿丿
参	厶川丿丿丿丿	厶川丿丿丿丿
希	乂巾丨ㄋ丨丨	乂巾丨ㄋ丨丨
古	古一丨丨ㄋ一	古一丨丨ㄋ一
众	人从丿丶丿丶	人从丿丶丿丶
构	木勹ㄋ丶丶丶	木勹ㄋ丶丶丶
房	户方丶一ㄋ丿	户方丶一ㄋ丿
半	半丶丿一一丨	半丶丿一一丨
节	艹卩ㄋ丨丨丨	艹卩ㄋ丨丨丨
土	土一丨一一一	土一丨一一一
投	扌殳丿ㄋㄋ丶	扌殳丿ㄋㄋ丶
某	甘木一丨丿丶	甘木一丨丿丶
案	宀女一丨丿丶	宀女一丨丿丶
黑	黑丨ㄋ丶丿一	黑丨ㄋ丶丿一
维	纟隹丿丨丶一	纟隹丿丨丶一
革	革一丨丨一丨	革一丨丨一丨
划	戋刂丨丨丨丨	戋刂丨丨丨丨
敌	舌文丿一丿丶	舌文丿一丿丶
致	至文丿一丿丶	至文丿一丿丶
陈	耳车丨丿丶丶	耳车丨丿丶丶
律	彳聿ㄋ一一一	彳聿ㄋ一一一
足	口走丨一丿丶	口走丨一丿丶
态	大笔丶ㄋ丶丶	大笔丶ㄋ丶丶
护	扌户丶ㄋ一丿	扌户丶ㄋ一丿
七	七一ㄋㄋㄋㄋ	七一ㄋㄋㄋㄋ
兴	八丿丶丶丶	八丿丶丶丶
派	氵广丿ㄋ丿丶	氵广丿ㄋ丿丶
孩	子亥丶一ㄋ丿	子亥丶一ㄋ丿
验	马亼丶丶丿一	马亼丶丶丿一
责	丰贝丨ㄋ丿丶	丰贝丨ㄋ丿丶
营	萝口丨ㄋ一一	萝口丨ㄋ一一
星	日生丿一一丨	日生丿一一丨
够	勹口丿ㄋ丶丿	勹口丿ㄋ丶丿
章	音十一丨丨丨	音十一丨丨丨
音	音丶一丶丿一	音丶一丶丿一
跟	艮ㄋ一一ㄋ	艮ㄋ一一ㄋ
志	土心丶ㄋ丶丶	土心丶ㄋ丶丶
底	广氏丶丶丶丶	广氏丶丶丶丶
站	立占丨一丨ㄋ	立占丨一丨ㄋ
严	亚笔丿丿丿丿	亚笔丿丿丿丿
巴	巴ㄋ丨一ㄋㄋ	巴ㄋ丨一ㄋㄋ
例	亻歹丨丨丨丨	亻歹丨丨丨丨
防	耳方丶一ㄋ丿	耳方丶一ㄋ丿
族	族矢丿一一丿	族矢丿一一丿
供	亻共一丨丨一	亻共一丨丨一
效	六乂丿一丿丶	六乂丿一丿丶
续	纟十ㄋ丶丶一	纟十ㄋ丶丶一
施	族也ㄋ丨ㄋㄋ	族也ㄋ丨ㄋㄋ
留	留田丨ㄋ一丨	留田丨ㄋ一丨
讲	讠二一一丿丨	讠二一一丿丨
型	开刂一丨一一	开刂一丨一一
料	米冫一丨丨丨	米冫一丨丨丨
终	纟文丶丶丶丶	纟文丶丶丶丶
答	合丿丶一丨	合丿丶一丨
紧	糸ㄋㄋ丶丨	糸ㄋㄋ丶丨
黄	共甲丿丶丶丶	共甲丿丶丶丶
绝	纟鱼ㄋ丨一ㄋ	纟鱼ㄋ丨一ㄋ
奇	大可一丨ㄋ一	大可一丨ㄋ一
察	宀一一丨丿	宀祭一一丨丿
母	母ㄋㄋ丶一丶	母ㄋㄋ丶一丶
京	京丶一丨ㄋ一	京丶一丨ㄋ一
段	段丿丨一一一	段丿丨一一一
依	亻衣丶一丿ㄋ	亻衣丶一丿ㄋ
批	扌比一ㄋ丿ㄋ	扌比一ㄋ丿ㄋ
群	尹口丶丿一一	尹口丶丿一一
项	工页一丿丨ㄋ	工页一丿丨ㄋ
故	古文丿一丿丶	古文丿一丿丶
按	扌宀ㄋ丿一一	扌宀ㄋ丿一一
河	氵可一丨ㄋ一	氵可一丨ㄋ一
米	米丶丿一丨丿	米丶丿一丨丿
围	口韦一一ㄋ丨	口韦一一ㄋ丨
江	氵工一丨一一	氵工一丨一一
织	纟口丿丶丶丶	纟口丿丶丶丶
害	宀丰丨ㄋ一一	宀丰丨ㄋ一一
斗	冫十一丨丨丨	冫十一丨丨丨
双	双ㄋ丶ㄋ丶丶	双ㄋ丶ㄋ丶丶
境	土音丿ㄋㄋㄋ	土音丿ㄋㄋㄋ
客	宀各丿ㄋ丶丨	宀各丿ㄋ丶丨
纪	纟巴ㄋ一ㄋㄋ	纟巴ㄋ一ㄋㄋ
采	爪木一丨丿丶	爪木一丨丿丶
举	八一一丨丨	八一一丨丨
杀	乂木一丨丿丶	乂木一丨丿丶
攻	工文丿一丿丶	工文丿一丿丶
父	父丿丶丿丶丶	父丿丶丿丶丶
苏	艹力丿丶丶丶	艹力丿丶丶丶
密	宀心丿丨ㄋ丨	宀心丿丨ㄋ丨
低	亻氏丶丶丶丶	亻氏丶丶丶丶
朝	月丿ㄋ一一	月丿ㄋ一一
友	石双ㄋ丶丶丶	石双ㄋ丶丶丶
诉	讠丘丶丶丶丶	讠丘丶丶丶丶
止	止丨一丨一一	止丨一丨一一
愿	广白丨丿丶丶	广白丨丿丶丶
细	纟田丨ㄋ一丨	纟田丨ㄋ一丨
千	舌丿一丨丨丨	舌丿一丨丨丨
值	亻直一丨丨ㄋ	亻直一丨丨ㄋ
仍	亻乃ㄋ丿丿丿	亻乃ㄋ丿丿丿
男	田力ㄋ丿丿丿	田力ㄋ丿丿丿
钱	金戋一一ㄋ丿	金戋一一ㄋ丿
破	石皮ㄋ丿丨ㄋ	石皮ㄋ丿丨ㄋ
网	冂乂丿丶丶丶	冂乂丿丶丶丶
热	执水丶丶丶丶	执水丶丶丶丶
助	目力ㄋ丿丿丿	目力ㄋ丿丿丿
倒	亻至丨丨丨丨	亻至丨丨丨丨
育	亡月丨ㄋ一一	亡月丨ㄋ一一
属	尸笔丨ㄋ一丨	尸笔丨ㄋ一丨
坐	从土一丨一一	从土一丨一一
帝	立巾丨ㄋ丨丨	立巾丨ㄋ丨丨
限	耳艮ㄋ一一ㄋ	耳艮ㄋ一一ㄋ
船	舟几丨ㄋ一一	舟几丨ㄋ一一
脸	月亼丶丶丿一	月亼丶丶丿一
职	耳口丿丶丶丶	耳口丿丶丶丶
速	束辶丶ㄋ丶丶	束辶丶ㄋ丶丶
刻	亥刂丨丨丨丨	亥刂丨丨丨丨
乐	留小丨丿丶丶	留小丨丿丶丶
否	不口丨ㄋ一一	不口丨ㄋ一一
刚	冂乂丨丨丨丨	冂乂丨丨丨丨
威	戊笔ㄋ丿一一	戊笔ㄋ丿一一
毛	毛丿一一ㄋㄋ	毛丿一一ㄋㄋ
状	北犬一丿丶丶	北犬一丿丶丶
率	亠幺丶一丿丶	亠幺丶一丿丶
甚	其乙ㄋㄋㄋㄋ	其乙ㄋㄋㄋㄋ
独	犬虫丨ㄋ一丨	犬虫丨ㄋ一丨
球	王求一丨丶一	王求一丨丶一
般	舟殳丿ㄋㄋ丶	舟殳丿ㄋㄋ丶
普	䒑业丨ㄋ一一	首业丨ㄋ一一
怕	忄白丿丨ㄋ一	忄白丿丨ㄋ一
弹	弓单丶丿丨ㄋ	弓单丶丿丨ㄋ
校	木六丿丶丶丶	木六丿丶丶丶
苦	艹古一丨丨ㄋ	艹古一丨丨ㄋ
创	人巴丨丨丨丨	人巴丨丨丨丨
假	亻叚ㄋ一丨一	亻叚ㄋ一丨一
久	久丿ㄋ丶丶丶	久丿ㄋ丶丶丶
错	金共丨ㄋ一一	金共丨ㄋ一一
承	了三ㄋ丿丶丶	了三ㄋ丿丶丶
印	留笔ㄋ丨丨丨	留笔ㄋ丨丨丨
晚	日象丿ㄋㄋㄋ	日象丿ㄋㄋㄋ
兰	䒑二一一一一	首二一一一一
试	讠戋一丨一一	讠戋一丨一一
股	月殳丿ㄋㄋ丶	月殳丿ㄋㄋ丶
拿	合手丿一一丨	合手丿一一丨
脑	月㐫丶一丿丶	月离丶一丿丶
预	矛页一丿丨ㄋ	矛页一丿丨ㄋ
谁	讠隹丿丨丶一	讠隹丿丨丶一
益	䒑八丨ㄋ丨丨	首八丨ㄋ丨丨
阳	耳日丨ㄋ一一	耳日丨ㄋ一一
若	艹石丨ㄋ一一	艹石丨ㄋ一一
哪	口刀ㄋ丨丨丨	口刀ㄋ丨丨丨
微	几丿ㄋㄋㄋ	几丿ㄋㄋㄋ
尼	尸七丿ㄋㄋㄋ	尸七丿ㄋㄋㄋ
继	纟米ㄋㄋㄋㄋ	纟米ㄋㄋㄋㄋ
送	䒑大丶ㄋ丶丶	首大丶ㄋ丶丶
急	刍心丶ㄋ丶丶	刍心丶ㄋ丶丶
血	笔四丨ㄋ丨丨	笔四丨ㄋ丨丨
惊	忄京丶一丨ㄋ	忄京丶一丨ㄋ
伤	亻ㄋ丿丿丿	亻ㄋ丿丿丿
素	丰糸ㄋㄋ丶丨	丰糸ㄋㄋ丶丨
药	艹纟丿ㄋ丶丶	艹纟丿ㄋ丶丶
适	舌辶丶ㄋ丶丶	舌辶丶ㄋ丶丶
波	氵皮ㄋ丿丨ㄋ	氵皮ㄋ丿丨ㄋ
夜	亠亻丿ㄋ丶丶	亠亻丿ㄋ丶丶
省	少目丨ㄋ一一	少目丨ㄋ一一
初	衤刀ㄋ丿丿丿	衤刀ㄋ丿丿丿
喜	壴口丨ㄋ一一	壴口丨ㄋ一一
卫	卩笔一一一一	卩笔一一一一
源	氵广丿丨ㄋ一	氵广丿丨ㄋ一
食	食丿丶丶ㄋ一	食丿丶丶ㄋ一
险	耳亼丶丶丿一	耳亼丶丶丿一
待	彳土一丨丶丶	彳土一丨丶丶
述	木笔丶ㄋ丶丶	木笔丶ㄋ丶丶
陆	耳土ㄋ丨丨丨	耳土ㄋ丨丨丨
习	羽ㄋ丶一一一	羽ㄋ丶一一一
置	四直一丨丨ㄋ	四直一丨丨ㄋ
居	尸古一丨丨ㄋ	尸古一丨丨ㄋ
劳	萝力ㄋ丿丿丿	萝力ㄋ丿丿丿
财	贝㇉一丨丿丿	贝Z一丨丿丿
环	王不一丿丨丶	王不一丿丨丶
排	扌非丨一一一	扌非丨一一一
福	衤鬲丨ㄋ一丨	衤鬲丨ㄋ一丨
纳	纟内丨ㄋ丿丶	纟内丨ㄋ丿丶
欢	双欠丿ㄋ丿丶	双欠丿ㄋ丿丶
雷	田丨ㄋ一丨	田丨ㄋ一丨
警	芍口丿一丿丶	芍口丿一丿丶
获	艹犬一丿丶丶	艹犬一丿丶丶
模	木莫一丨丨丨	木莫一丨丨丨
充	亡儿丿ㄋㄋㄋ	亡儿丿ㄋㄋㄋ
负	鱼贝丨ㄋ丿丶	鱼贝丨ㄋ丿丶
云	云一一ㄋ丶丶	云一一ㄋ丶丶
停	亻一丨丨丨	亻一丨丨丨
木	木一丨丿丶丶	木一丨丿丶丶
游	氵族ㄋ丨一一	氵族ㄋ丨一一
龙	龙一丿ㄋ丿丶	龙一丿ㄋ丿丶
树	木双一丨丶丶	木双一丨丶丶
疑	七矢ㄋ丶ㄋ丨	七矢ㄋ丶ㄋ丨
层	尸云一一ㄋ丶	尸云一一ㄋ丶
冷	冫令丿丶丶ㄋ	冫令丿丶丶ㄋ
洲	氵川丶丶丶丶	氵川丶丶丶丶
冲	冫中丨ㄋ一丨	冫中丨ㄋ一丨
射	身寸一丨丶丶	身寸一丨丶丶
略	田各丿ㄋ丶丨	田各丿ㄋ丶丨
竟	音儿丿ㄋㄋㄋ	音儿丿ㄋㄋㄋ
范	落巴ㄋㄋㄋㄋ	落巴ㄋㄋㄋㄋ
句	勹口丨ㄋ一一	勹口丨ㄋ一一
室	宀至一ㄋ丶一	宀至一ㄋ丶一
异	巴开一丿丨丨	巴开一丿丨丨
激	氵白丶一ㄋ丿	氵白丶一ㄋ丿
汉	氵双ㄋ丶丶丶	氵双ㄋ丶丶丶
村	木寸一丨丶丶	木寸一丨丶丶
哈	口合丿丶一丨	口合丿丶一丨
演	氵宀一丨ㄋ一	氵宀一丨ㄋ一
策	朿一丨ㄋ丨	朿一丨ㄋ丨
简	门丨ㄋ一一	门丨ㄋ一一
卡	上卜丨丶丶丶	上卜丨丶丶丶
罪	四非丨一一一	四非丨一一一
判	半刂丨丨丨丨	半刂丨丨丨丨
担	扌旦丨ㄋ一一	扌旦丨ㄋ一一
州	川水丶丶丶丶	川水丶丶丶丶
静	青争丿ㄋㄋ一	青争丿ㄋㄋ一
退	艮辶丶ㄋ丶丶	艮辶丶ㄋ丶丶
既	旡一ㄋ丿ㄋ	旡一ㄋ丿ㄋ
衣	衣丶一丿ㄋ丿	衣丶一丿ㄋ丿
您	亻尔丶ㄋ丶丶	亻尔丶ㄋ丶丶
宗	宀示一一丨丿	宀示一一丨丿
积	禾口丿丶丶丶	禾口丿丶丶丶
余	亼木一丨丿丶	亼木一丨丿丶
痛	疒甬ㄋ丶丨ㄋ	疒甬ㄋ丶丨ㄋ
检	木亼丶丶丿一	木亼丶丶丿一
差	羊工一丨一一	羊工一丨一一
富	宀鬲丨ㄋ一丨	宀鬲丨ㄋ一丨
灵	尹火丶丿丿丶	尹火丶丿丿丶
协	十力丿丶丶丶	十力丿丶丶丶
角	角丿ㄋ丿ㄋ一	角丿ㄋ丿ㄋ一
占	占丨一丨ㄋ一	占丨一丨ㄋ一
配	西巴ㄋ一ㄋㄋ	西巴ㄋ一ㄋㄋ
征	彳正一丨一丨	彳正一丨一丨
修	亻文丿丿丿丿	亻文丿丿丿丿
皮	皮ㄋ丿丨ㄋ丶	皮ㄋ丿丨ㄋ丶
挥	扌冖一ㄋ一丨	扌冖一ㄋ一丨
胜	月生丿一一丨	月生丿一一丨
降	耳文一ㄋ丨丨	耳文一ㄋ丨丨
阶	耳人丿丨丨丨	耳人丿丨丨丨
审	宀日丨丨丨丨	宀日丨丨丨丨
沉	氵冖丿ㄋㄋㄋ	氵冖丿ㄋㄋㄋ
坚	土一丨一一	土一丨一一
善	羊䒑丨ㄋ一一	羊首丨ㄋ一一
妈	女马ㄋㄋ一一	女马ㄋㄋ一一
刘	文刂丨丨丨丨	文刂丨丨丨丨
读	讠十ㄋ丶丶一	讠十ㄋ丶丶一
啊	口耳一丨ㄋ一	口耳一丨ㄋ一
超	走刀丨ㄋ一一	走刀丨ㄋ一一
免	象儿丿ㄋㄋㄋ	象儿丿ㄋㄋㄋ
压	广土丶丶丶丶	广土丶丶丶丶
银	金艮ㄋ一一ㄋ	金艮ㄋ一一ㄋ
买	㇉冫一丿丶丶	Z冫一丿丶丶
皇	白王一一丨一	白王一一丨一
养	羊笔丿丨丨丨	羊笔丿丨丨丨
伊	亻尹ㄋ一一丿	亻尹ㄋ一一丿
怀	忄不一丿丨丶	忄不一丿丨丶
执	执一丨一丿ㄋ	执一丨一丿ㄋ
副	鬲田丨丨丨丨	鬲田丨丨丨丨
乱	舌乙ㄋㄋㄋㄋ	舌乙ㄋㄋㄋㄋ
抗	扌亠丿ㄋㄋㄋ	扌亠丿ㄋㄋㄋ
犯	犬巴ㄋㄋㄋㄋ	犬巴ㄋㄋㄋㄋ
追	笔吅丶ㄋ丶丶	笔吅丶ㄋ丶丶
帮	丰耳丨ㄋ丨丨	丰耳丨ㄋ丨丨
宣	宀笔丨ㄋ一一	宀笔丨ㄋ一一
佛	亻弓丿丨丨丨	亻弓丿丨丨丨
岁	山歹丿ㄋ丶丶	山歹丿ㄋ丶丶
航	舟亠丿ㄋㄋㄋ	舟亠丿ㄋㄋㄋ
优	亻尢丶丶丶丶	亻尢丶丶丶丶
怪	忄双一丨一一	忄双一丨一一
香	禾日丨ㄋ一一	禾日丨ㄋ一一
著	艹者一丨一丿	艹者一丨一丿
田	田丨ㄋ一丨一	田丨ㄋ一丨一
铁	金笔一一丿丶	金笔一一丿丶
控	扌穴一丨一一	扌穴一丨一一
税	禾𠮦丿ㄋㄋㄋ	禾兑丿ㄋㄋㄋ
左	石工一丨一一	石工一丨一一
右	石口丨ㄋ一一	石口丨ㄋ一一
份	亻分丿丶ㄋ丿	亻分丿丶ㄋ丿
穿	穴牙一ㄋ丨丿	穴牙一ㄋ丨丿
艺	艹乙ㄋㄋㄋㄋ	艹乙ㄋㄋㄋㄋ
背	北月丨ㄋ一一	北月丨ㄋ一一
阵	耳车一ㄋ一丨	耳车一ㄋ一丨
草	艹日一丨丨丨	艹日一丨丨丨
脚	月去ㄋ丨丨丨	月去ㄋ丨丨丨
概	木一ㄋ丿ㄋ	木一ㄋ丿ㄋ
恶	亚心丶ㄋ丶丶	亚心丶ㄋ丶丶
块	土匚丿丶丶丶	土匚丿丶丶丶
顿	屯页一丿丨ㄋ	屯页一丿丨ㄋ
敢	㇉耳丿一丿丶	Z耳丿一丿丶
守	宀寸一丨丶丶	宀寸一丨丶丶
酒	氵西一丨ㄋ丿	氵西一丨ㄋ丿
岛	鸟山丨ㄋ丨丨	鸟山丨ㄋ丨丨
托	扌笔一ㄋㄋㄋ	扌笔一ㄋㄋㄋ
央	冂大一丿丶丶	冂大一丿丶丶
户	户丶ㄋ一丿丿	户丶ㄋ一丿丿
烈	歹刂丶丶丶丶	歹刂丶丶丶丶
洋	氵羊丶丿一一	氵羊丶丿一一
哥	可可一丨ㄋ一	可可一丨ㄋ一
索	糸ㄋㄋ丶丨	糸ㄋㄋ丶丨
胡	古月丿ㄋ一一	古月丿ㄋ一一
款	土示丿ㄋ丿丶	土示丿ㄋ丿丶
靠	告非丨一一一	告非丨一一一
评	讠平一丶丿一	讠平一丶丿一
版	片广ㄋ丶丶丶	片广ㄋ丶丶丶
宝	宀王丶丶丶丶	宀王丶丶丶丶
座	广从一丨一一	广从一丨一一
释	釆双一一丨丨	釆双一一丨丨
景	日京丶一丨ㄋ	日京丶一丨ㄋ
顾	广巴一丿丿丿	广巴一丿丿丿
弟	弓丶丿ㄋ一ㄋ	弓丶丿ㄋ一ㄋ
登	豆一丨ㄋ一	祭豆一丨ㄋ一
货	化贝丨ㄋ丿丶	化贝丨ㄋ丿丶
互	笔彑ㄋㄋ一一	笔彑ㄋㄋ一一
付	亻寸一丨丶丶	亻寸一丨丶丶
伯	亻白丿丨ㄋ一	亻白丿丨ㄋ一
慢	忄日丨ㄋ丨丨	忄日丨ㄋ丨丨
欧	区欠丿ㄋ丿丶	区欠丿ㄋ丿丶
换	扌鱼丨ㄋ一丿	扌鱼丨ㄋ一丿
闻	门耳一丨丨一	门耳一丨丨一
危	厃巴ㄋㄋㄋㄋ	厃巴ㄋㄋㄋㄋ
忙	忄亡丶一ㄋㄋ	忄亡丶一ㄋㄋ
核	木亥丶一ㄋ丿	木亥丶一ㄋ丿
暗	日音丶一丶丿	日音丶一丶丿
姐	女目丨ㄋ一一	女目丨ㄋ一一
介	人刂丿丨丨丨	人刂丿丨丨丨
坏	土不一丿丨丶	土不一丿丨丶
讨	讠寸一丨丶丶	讠寸一丨丶丶
丽	丽一丨ㄋ丶丨	丽一丨ㄋ丶丨
良	笔艮ㄋ一一ㄋ	笔艮ㄋ一一ㄋ
序	广矛ㄋ丶ㄋ丨	广矛ㄋ丶ㄋ丨
升	笔开一丿丨丨	笔开一丿丨丨
监	四丨ㄋ丨丨	四丨ㄋ丨丨
临	刂丶丨ㄋ丨	刂丶丨ㄋ丨
亮	几丿ㄋㄋㄋ	几丿ㄋㄋㄋ
露	丿ㄋ丶丨	丿ㄋ丶丨
永	笔㇉ㄋ丿丶丶	笔Zㄋ丿丶丶
呼	口乎丿丶丿一	口乎丿丶丿一
味	口未丨丿丶丶	口未丨丿丶丶
野	田矛ㄋ丶ㄋ丨	田矛ㄋ丶ㄋ丨
架	加木一丨丿丶	加木一丨丿丶
域	土戋丨ㄋ一一	土戋丨ㄋ一一
沙	氵少丨丿丶丿	氵少丨丿丶丿
掉	扌卜丨ㄋ一一	扌卜丨ㄋ一一
括	扌舌丿一丨丨	扌舌丿一丨丨
舰	舟见丨ㄋ丿ㄋ	舟见丨ㄋ丿ㄋ
鱼	鱼丿ㄋ丨ㄋ一	鱼丿ㄋ丨ㄋ一
杂	九木一丨丿丶	九木一丨丿丶
误	讠口一一丿丶	讠口一一丿丶
湾	氵亦ㄋ一ㄋㄋ	氵亦ㄋ一ㄋㄋ
吉	吉一丨一丨ㄋ	吉一丨一丨ㄋ
减	冫戊一丨ㄋ一	冫戊一丨ㄋ一
编	纟户丨ㄋ一丨	纟户丨ㄋ一丨
楚	林走ㄋ丨一丿	林走ㄋ丨一丿
肯	止月丨ㄋ一一	止月丨ㄋ一一
测	氵贝丨丨丨丨	氵贝丨丨丨丨
败	贝文丿一丿丶	贝文丿一丿丶
屋	尸至一ㄋ丶一	尸至一ㄋ丶一
跑	勹ㄋ一ㄋㄋ	勹ㄋ一ㄋㄋ
梦	林歹丿ㄋ丶丶	林歹丿ㄋ丶丶
散	共月丿一丿丶	共月丿一丿丶
温	氵日丨ㄋ丨丨	氵日丨ㄋ丨丨
困	口木一丨丿丶	口木一丨丿丶
剑	亼丨丨丨丨	亼丨丨丨丨
渐	氵车丿丿一丨	氵车丿丿一丨
封	圭寸一丨丶丶	圭寸一丨丶丶
救	求文丿一丿丶	求文丿一丿丶
贵	贝丨ㄋ丿丶	贝丨ㄋ丿丶
枪	木人ㄋㄋㄋㄋ	木人ㄋㄋㄋㄋ
缺	缶匚丿丶丶丶	缶匚丿丶丶丶
楼	木米ㄋ丿一一	木米ㄋ丿一一
县	目厶ㄋ丶丶丶	目厶ㄋ丶丶丶
尚	冂丨ㄋ一一	冂丨ㄋ一一
毫	毛丿一一ㄋ	毛丿一一ㄋ
移	禾歹丿ㄋ丶丶	禾歹丿ㄋ丶丶
娘	女笔ㄋ一一ㄋ	女笔ㄋ一一ㄋ
朋	月月丿ㄋ一一	月月丿ㄋ一一
画	笔田ㄋ丨丨丨	笔田ㄋ丨丨丨
班	王刂一一丨一	王刂一一丨一
智	矢口丨ㄋ一一	矢口丨ㄋ一一
亦	亦丶一丿丨丿	亦丶一丿丨丿
耳	耳一丨丨一一	耳一丨丨一一
恩	因心丶ㄋ丶丶	因心丶ㄋ丶丶
短	矢豆一丨ㄋ一	矢豆一丨ㄋ一
掌	手丿一一丨	手丿一一丨
恐	工几丶丶ㄋ丶	工几丶丶ㄋ丶
遗	贝丶ㄋ丶丶	贝丶ㄋ丶丶
固	口古一丨丨ㄋ	口古一丨丨ㄋ
席	度巾丨ㄋ丨丨	度巾丨ㄋ丨丨
松	木公丿丶ㄋ丶	木公丿丶ㄋ丶
秘	禾心丿丿丿丿	禾心丿丿丿丿
谢	讠身一丨丶丶	讠身一丨丶丶
鲁	鱼日丨ㄋ一一	鱼日丨ㄋ一一
遇	日内丶ㄋ丶丶	日内丶ㄋ丶丶
康	广尹丨丶一丿	广尹丨丶一丿
虑	虍心丶ㄋ丶丶	虍心丶ㄋ丶丶
幸	土羊丶丿一一	土羊丶丿一一
均	土勹丶一一一	土勹丶一一一
销	金丨ㄋ一一	金丨ㄋ一一
钟	金中丨ㄋ一丨	金中丨ㄋ一丨
诗	讠土一丨丶丶	讠土一丨丶丶
藏	艹戊ㄋㄋㄋㄋ	艹戊ㄋㄋㄋㄋ
赶	走舌一一丨丨	走舌一一丨丨
剧	尸古丨丨丨丨	尸古丨丨丨丨
票	西示一一丨丿	西示一一丨丿
损	扌口丨ㄋ丿丶	扌口丨ㄋ丿丶
忽	勿心丶ㄋ丶丶	勿心丶ㄋ丶丶
巨	匚匚ㄋ一一一	匚匚ㄋ一一一
炮	火勹ㄋ一ㄋㄋ	火勹ㄋ一ㄋㄋ
旧	笔日丨ㄋ一一	笔日丨ㄋ一一
端	立山一丿丨ㄋ	立山一丿丨ㄋ
探	扌冖丿丶一丨	扌冖丿丶一丨
湖	氵古丿ㄋ一一	氵古丿ㄋ一一
录	尹水丨ㄋ丿丶	尹水丨ㄋ丿丶
叶	口十一丨丨丨	口十一丨丨丨
春	日丨ㄋ一一	日丨ㄋ一一
乡	幺笔丿丿丿丿	幺笔丿丿丿丿
附	耳亻一丨丶丶	耳亻一丨丶丶
吸	口及丿ㄋ丶丶	口及丿ㄋ丶丶
予	矛ㄋ丶ㄋ丨丨	矛ㄋ丶ㄋ丨丨
礼	衤乙ㄋㄋㄋㄋ	衤乙ㄋㄋㄋㄋ
港	氵共ㄋ一ㄋㄋ	氵共ㄋ一ㄋㄋ
雨	雨一丨ㄋ丨丶	雨一丨ㄋ丨丶
呀	口牙一ㄋ丨丿	口牙一ㄋ丨丿
板	木广ㄋ丶丶丶	木广ㄋ丶丶丶
庭	广王ㄋ丶丶丶	广王ㄋ丶丶丶
妇	女尹ㄋ一一一	女尹ㄋ一一一
归	刂尹ㄋ一一一	刂尹ㄋ一一一
睛	目青一一丨一	目青一一丨一
饭	食广ㄋ丶丶丶	食广ㄋ丶丶丶
额	宀各一丿丨ㄋ	宀各一丿丨ㄋ
含	令口丨ㄋ一一	令口丨ㄋ一一
顺	川页一丿丨ㄋ	川页一丿丨ㄋ
输	车亼丨ㄋ一一	车亼丨ㄋ一一
摇	扌爪丿一一丨	扌爪丿一一丨
招	扌刀丨ㄋ一一	扌刀丨ㄋ一一
婚	女氏丨ㄋ一一	女氏丨ㄋ一一
脱	月𠮦丿ㄋㄋㄋ	月兑丿ㄋㄋㄋ
补	衤卜丨丶丶丶	衤卜丨丶丶丶
谓	讠田丨ㄋ一一	讠田丨ㄋ一一
督	上小ㄋ丶丨ㄋ	上小ㄋ丶丨ㄋ
毒	丰母ㄋㄋ丶一	丰母ㄋㄋ丶一
油	氵甲丨ㄋ一丨	氵甲丨ㄋ一丨
疗	疒了ㄋ丨丨丨	疒了ㄋ丨丨丨
旅	族衣丿ㄋ丿丶	族衣丿ㄋ丿丶
泽	氵双一一丨丨	氵双一一丨丨
材	木㇉一丨丿丿	木Z一丨丿丿
灭	笔火丶丿丿丶	笔火丶丿丿丶
逐	豕辶丶ㄋ丶丶	豕辶丶ㄋ丶丶
莫	莫一丨丨丨ㄋ	莫一丨丨丨ㄋ
笔	毛丿一一ㄋ	毛丿一一ㄋ
亡	亡丶一ㄋㄋㄋ	亡丶一ㄋㄋㄋ
鲜	鱼羊丶丿一一	鱼羊丶丿一一
词	讠㇉一丨ㄋ一	讠Z一丨ㄋ一
圣	双土一丨一一	双土一丨一一
择	扌双一一丨丨	扌双一一丨丨
寻	尹寸一丨丶丶	尹寸一丨丶丶
厂	广一丿丿丿丿	广一丿丿丿丿
睡	目垂丿一丨一	目垂丿一丨一
博	十甫一丨丶丶	十甫一丨丶丶
勒	革力ㄋ丿丿丿	革力ㄋ丿丿丿
烟	火因丨ㄋ一丿	火因丨ㄋ一丿
授	扌ㄋ丶丶丶	扌ㄋ丶丶丶
诺	讠艹一丿丨ㄋ	讠艹一丿丨ㄋ
伦	亻仑丿丶丿ㄋ	亻仑丿丶丿ㄋ
岸	山广一一丨丨	山广一一丨丨
奥	米一丿丶丶	米一丿丶丶
唐	广聿丨ㄋ一一	广聿丨ㄋ一一
卖	十㇉丶丶一丿	十Z丶丶一丿
俄	亻我丿一丨一	亻我丿一丨一
炸	火乍丿一丨一	火乍丿一丨一
载	车一ㄋ一丨	车一ㄋ一丨
洛	氵各丿ㄋ丶丨	氵各丿ㄋ丶丨
健	亻聿ㄋ丶丶丶	亻聿ㄋ丶丶丶
堂	土一丨一一	土一丨一一
旁	立方丶一ㄋ丿	立方丶一ㄋ丿
